Student_ID,Gender,Branch,Graduation_Year,Class_10_Percentage,Class_12_Percentage,CGPA,Active_Backlogs,Internship,Projects,Certifications,Placement_Status,Company,Job_Role,Package_LPA,Placement_Type,Placement_Season,Location
ENG0393,Male,Computer Science & Engineering,2023,84.27,80.11,8.83,0,Yes,3,1,Placed,Adobe,Software Engineer,21.62,On-Campus,September,Pune
ENG0394,Female,Computer Science & Engineering,2021,86.68,92.33,8.95,0,Yes,3,3,Placed,Accenture,QA Engineer,8.56,On-Campus,October,Ahmedabad
ENG0395,Male,Civil Engineering,2024,82.51,85.19,7.05,1,No,2,2,Not Placed,,,0,,,
ENG0396,Male,Computer Science & Engineering,2025,76.61,81.44,7.88,1,No,1,4,Placed,Infosys,DevOps Engineer,7.3,On-Campus,December,Coimbatore
ENG0397,Female,Electronics & Communication Engineering,2022,79.91,67.53,6.61,0,No,2,1,Not Placed,,,0,,,
ENG0398,Male,Architecture,2022,82.15,94.47,8.92,0,Yes,4,4,Placed,L&T,Graduate Engineer Trainee,9.8,On-Campus,March,Mumbai
ENG0399,Male,Electrical Engineering,2021,81.72,72.95,6.91,0,Yes,2,3,Placed,L&T,Electrical Engineer,7.17,Pool Campus,November,Bengaluru
ENG0400,Male,Electronics & Communication Engineering,2024,66.92,80.89,7.3,0,Yes,1,2,Placed,Schneider Electric,Electrical Engineer,9.22,On-Campus,March,Kolkata
ENG0401,Male,Electronics & Communication Engineering,2024,78.82,86.27,7.78,0,Yes,4,4,Placed,Infosys,Business Analyst,5.91,On-Campus,October,Ahmedabad
ENG0402,Female,Computer Science & Engineering,2024,82.45,85.88,7.55,1,Yes,2,2,Placed,Google,Data Engineer,23.12,On-Campus,December,Mumbai
ENG0403,Female,Chemical Engineering,2024,79.75,73.83,5.62,0,No,2,0,Placed,ONGC,Graduate Engineer Trainee,5.4,On-Campus,November,Pune
ENG0404,Male,Information Technology,2025,80.03,81.08,7.76,1,Yes,4,1,Placed,Infosys,Data Analyst,4.88,On-Campus,December,Mumbai
ENG0405,Female,Computer Science & Engineering,2025,85.9,81.13,7.19,0,Yes,5,1,Not Placed,,,0,,,
ENG0406,Female,Information Technology,2022,73.37,75.23,7.42,1,Yes,3,2,Placed,Wipro,QA Engineer,5.89,Off-Campus,December,Pune
ENG0407,Male,Chemical Engineering,2024,68.98,69.98,6.98,0,Yes,2,5,Placed,Indian Oil,Graduate Engineer Trainee,10.1,On-Campus,March,Hyderabad
ENG0408,Female,Computer Science & Engineering,2022,79.21,65.14,6.1,0,No,0,0,Not Placed,,,0,,,
ENG0409,Male,Civil Engineering,2022,88.11,93.94,8,0,Yes,0,1,Placed,L&T,Graduate Engineer Trainee,11.85,On-Campus,February,Mumbai
ENG0410,Female,Mechanical Engineering,2025,95.5,91.06,8.27,0,Yes,3,3,Not Placed,,,0,,,
ENG0411,Female,Civil Engineering,2024,88.26,82.8,6.2,1,No,1,1,Placed,DLF,Civil Engineer,7.06,On-Campus,September,Hyderabad
ENG0412,Female,Chemical Engineering,2025,70.25,68.77,5.99,0,No,2,2,Not Placed,,,0,,,
ENG0413,Male,Civil Engineering,2023,80.14,82.62,7.49,0,No,1,1,Placed,L&T,Graduate Engineer Trainee,11.53,Off-Campus,November,Coimbatore
ENG0414,Female,Chemical Engineering,2023,84.05,76.78,6.54,1,No,1,0,Placed,BASF,Graduate Engineer Trainee,10.42,On-Campus,February,Pune
ENG0415,Male,Computer Science & Engineering,2023,83.42,66.78,6.79,1,No,5,2,Placed,Cognizant,QA Engineer,6.38,Off-Campus,October,Coimbatore
ENG0416,Male,Civil Engineering,2021,86.31,87.59,8.19,0,Yes,2,2,Placed,L&T,Civil Engineer,12.54,Off-Campus,January,Kolkata
ENG0417,Male,Electrical Engineering,2022,74.66,79.63,7.15,0,No,1,0,Placed,ABB,Graduate Engineer Trainee,6.56,On-Campus,December,Ahmedabad
ENG0418,Female,Electrical Engineering,2023,82.52,80.49,7.1,0,Yes,4,1,Placed,Schneider Electric,Electrical Engineer,7.5,Pool Campus,January,Pune
ENG0419,Male,Architecture,2021,85.36,75.99,6.74,0,No,1,0,Not Placed,,,0,,,
ENG0420,Female,Chemical Engineering,2025,88.61,87.08,8.87,0,Yes,1,2,Placed,Reliance Industries,Graduate Engineer Trainee,8.51,Off-Campus,November,Mumbai
ENG0421,Female,Mechanical Engineering,2021,75.55,66.41,5.62,3,No,0,0,Not Placed,,,0,,,
ENG0422,Male,Electronics & Communication Engineering,2022,79.24,72.24,7.16,1,Yes,2,3,Placed,Texas Instruments,Mechanical Engineer,6.66,On-Campus,March,Pune
ENG0423,Male,Electronics & Communication Engineering,2024,60.37,60.02,6.06,2,No,0,2,Not Placed,,,0,,,
ENG0424,Male,Electronics & Communication Engineering,2021,77.03,83.68,6.87,2,No,1,0,Not Placed,,,0,,,
ENG0425,Male,Information Technology,2025,77.8,75.82,7.11,1,No,5,1,Placed,Tiger Analytics,Data Analyst,10.1,On-Campus,December,Bengaluru
ENG0426,Female,Electronics & Communication Engineering,2024,73.84,72.25,6.83,0,No,3,0,Placed,Nokia,Mechanical Engineer,8.79,On-Campus,March,Noida
ENG0427,Male,Computer Science & Engineering,2021,83.32,96.18,8.01,0,Yes,1,3,Placed,Wipro,Software Engineer,5.73,On-Campus,October,Mumbai
ENG0428,Female,Computer Science & Engineering,2024,81.55,83.63,7.6,0,No,2,1,Placed,Atlassian,Software Engineer,24.39,Pool Campus,August,Kolkata
ENG0429,Male,Mechanical Engineering,2024,63.93,70.32,7.19,0,Yes,2,3,Placed,Bosch,Graduate Engineer Trainee,8.55,On-Campus,January,Kolkata
ENG0430,Female,Electronics & Communication Engineering,2024,83.72,80.21,7.98,1,Yes,6,6,Placed,Samsung R&D,Civil Engineer,10.66,Off-Campus,November,Bengaluru
ENG0431,Female,Architecture,2025,74.57,71.76,6.45,0,No,1,0,Placed,DLF,Graduate Engineer Trainee,5.47,On-Campus,October,Pune
ENG0432,Female,Electrical Engineering,2024,85.89,69.11,6.34,1,No,0,3,Not Placed,,,0,,,
ENG0433,Female,Computer Science & Engineering,2024,71.75,80.59,8.01,0,Yes,7,1,Placed,Atlassian,Software Engineer,23.52,On-Campus,September,Ahmedabad
ENG0434,Female,Computer Science & Engineering,2022,82.24,84.82,7.89,0,No,5,0,Placed,Infosys,Software Engineer,6.56,On-Campus,August,Delhi NCR
ENG0435,Male,Computer Science & Engineering,2024,79.73,78.55,7.55,1,Yes,8,1,Placed,TCS,DevOps Engineer,7.39,On-Campus,November,Hyderabad
ENG0436,Male,Chemical Engineering,2025,84.42,82.36,7.03,0,No,2,1,Not Placed,,,0,,,
ENG0437,Male,Computer Science & Engineering,2024,83,87.4,9.09,0,Yes,4,2,Placed,Deloitte,Data Analyst,10.68,On-Campus,December,Mumbai
ENG0438,Male,Electronics & Communication Engineering,2024,79.96,69.09,6.95,0,Yes,6,1,Placed,PhonePe,Business Analyst,12.3,Pool Campus,December,Delhi NCR
ENG0439,Female,Architecture,2023,69.71,68.15,7.2,2,Yes,3,0,Not Placed,,,0,,,
ENG0440,Female,Chemical Engineering,2024,70.18,64.68,5.88,0,No,2,1,Placed,Asian Paints,Graduate Engineer Trainee,8.1,Off-Campus,March,Delhi NCR
ENG0441,Female,Information Technology,2025,77.33,90.4,7.71,1,Yes,1,0,Placed,PhonePe,Business Analyst,13.46,On-Campus,December,Hyderabad
ENG0442,Male,Computer Science & Engineering,2022,81.93,87.58,7.54,1,Yes,2,0,Placed,TCS,QA Engineer,7.14,On-Campus,October,Mumbai
ENG0443,Female,Computer Science & Engineering,2022,77.13,62.43,6.36,0,Yes,2,1,Placed,Accenture,DevOps Engineer,5.19,Off-Campus,December,Hyderabad
ENG0444,Male,Computer Science & Engineering,2023,87,74.65,6.17,0,Yes,4,1,Placed,Accenture,Software Engineer,6.43,On-Campus,November,Ahmedabad
ENG0445,Male,Computer Science & Engineering,2023,79.77,78.9,7.2,0,Yes,4,0,Placed,Tiger Analytics,Business Analyst,12.69,Pool Campus,December,Chennai
ENG0446,Female,Electrical Engineering,2024,74.28,72.4,6.63,0,No,2,1,Placed,Tiger Analytics,Data Analyst,12.27,Off-Campus,August,Kolkata
ENG0447,Female,Architecture,2021,79.78,70.56,6.93,2,No,3,0,Not Placed,,,0,,,
ENG0448,Male,Electronics & Communication Engineering,2023,83.81,96.47,8.8,0,Yes,7,1,Placed,EXL,Business Analyst,10.06,Off-Campus,December,Mumbai
ENG0449,Male,Electrical Engineering,2024,84.6,85.64,6.99,0,No,2,1,Not Placed,,,0,,,
ENG0450,Male,Computer Science & Engineering,2024,97.03,96.09,8.31,1,Yes,1,2,Not Placed,,,0,,,
ENG0451,Male,Civil Engineering,2024,76.65,72.64,6.41,0,No,5,0,Placed,Shapoorji Pallonji,Civil Engineer,10.72,On-Campus,September,Ahmedabad
ENG0452,Female,Electrical Engineering,2024,81.41,86.12,8.5,0,Yes,1,4,Placed,L&T,Graduate Engineer Trainee,7.26,Off-Campus,January,Hyderabad
ENG0453,Female,Civil Engineering,2024,85.41,81.39,8.53,0,Yes,4,2,Placed,L&T,Graduate Engineer Trainee,9.93,On-Campus,November,Hyderabad
ENG0454,Male,Chemical Engineering,2024,81.81,79.38,7.1,1,No,3,0,Not Placed,,,0,,,
ENG0455,Male,Information Technology,2024,78,82.77,6.74,1,No,1,1,Not Placed,,,0,,,
ENG0456,Male,Computer Science & Engineering,2023,69.61,60.8,5.18,0,No,3,2,Not Placed,,,0,,,
ENG0457,Female,Information Technology,2024,77.91,89.61,7.92,0,Yes,3,3,Placed,TCS,QA Engineer,5.99,On-Campus,October,Noida
ENG0458,Male,Electronics & Communication Engineering,2021,73.41,76.33,7.62,0,Yes,4,4,Placed,Adobe,QA Engineer,24.65,Off-Campus,November,Kolkata
ENG0459,Female,Chemical Engineering,2022,68.19,80.11,6.07,0,No,0,2,Not Placed,,,0,,,
ENG0460,Female,Electronics & Communication Engineering,2023,75.63,69.2,5.81,1,No,1,0,Not Placed,,,0,,,
ENG0461,Male,Mechanical Engineering,2025,73.62,68.76,5.99,2,No,0,2,Not Placed,,,0,,,
ENG0462,Male,Electrical Engineering,2024,86.67,76.87,7.76,1,Yes,2,3,Placed,Tata Power,Graduate Engineer Trainee,8.61,On-Campus,January,Ahmedabad
ENG0463,Female,Computer Science & Engineering,2021,86.81,86.86,7.88,0,Yes,2,3,Placed,Infosys,Business Analyst,4.82,On-Campus,December,Coimbatore
ENG0464,Male,Information Technology,2024,74.77,76.54,7.54,0,No,1,2,Placed,Wipro,Data Analyst,4.35,On-Campus,December,Hyderabad
ENG0465,Male,Mechanical Engineering,2022,79.92,76.69,7.03,1,Yes,2,1,Placed,Siemens,Graduate Engineer Trainee,12.08,Off-Campus,March,Ahmedabad
ENG0466,Female,Mechanical Engineering,2024,67.13,63.25,5,1,No,1,0,Not Placed,,,0,,,
ENG0467,Female,Electronics & Communication Engineering,2025,78.05,69.67,7.22,0,Yes,3,3,Placed,Texas Instruments,Graduate Engineer Trainee,8.72,On-Campus,February,Bengaluru
ENG0468,Female,Information Technology,2024,85.19,83.55,7.69,2,No,3,1,Not Placed,,,0,,,
ENG0469,Male,Mechanical Engineering,2024,88.6,83.19,7.41,0,Yes,1,2,Not Placed,,,0,,,
ENG0470,Male,Computer Science & Engineering,2023,76.3,72.42,6.05,1,No,0,1,Not Placed,,,0,,,
ENG0471,Male,Architecture,2023,90.41,98,8.02,0,Yes,3,2,Placed,NBCC,Graduate Engineer Trainee,12.2,On-Campus,January,Hyderabad
ENG0472,Male,Computer Science & Engineering,2025,69.87,71.83,6.63,1,No,3,2,Not Placed,,,0,,,
ENG0473,Male,Computer Science & Engineering,2024,72.02,82.9,8.21,0,Yes,4,3,Placed,PhonePe,Data Engineer,18.14,Off-Campus,November,Hyderabad
ENG0474,Male,Electronics & Communication Engineering,2023,87.68,82.03,6.47,0,No,1,0,Placed,Wipro,Software Engineer,6.88,On-Campus,October,Chennai
ENG0475,Male,Electronics & Communication Engineering,2023,95.37,93.24,8.08,1,No,0,1,Placed,TCS,QA Engineer,6.29,On-Campus,November,Hyderabad
ENG0476,Male,Electronics & Communication Engineering,2021,85.95,84.07,6.6,2,No,1,1,Not Placed,,,0,,,
ENG0477,Male,Electronics & Communication Engineering,2021,81.68,69.37,6.41,1,No,1,2,Placed,TCS,Software Engineer,6.6,On-Campus,December,Hyderabad
ENG0478,Male,Chemical Engineering,2022,64.44,78.33,8.03,0,Yes,2,3,Placed,ONGC,Graduate Engineer Trainee,12.56,On-Campus,March,Bengaluru
ENG0479,Female,Electronics & Communication Engineering,2023,65.82,68.42,6.95,0,No,3,0,Placed,Qualcomm,Electrical Engineer,9.69,Off-Campus,March,Ahmedabad
ENG0480,Male,Electronics & Communication Engineering,2025,83.04,87.5,7.14,1,No,2,1,Not Placed,,,0,,,
ENG0481,Male,Electronics & Communication Engineering,2023,79.14,74.09,7.06,0,No,2,2,Not Placed,,,0,,,
ENG0482,Male,Computer Science & Engineering,2022,73.15,73.71,6.78,1,No,1,2,Not Placed,,,0,,,
ENG0483,Male,Electrical Engineering,2021,82.52,75.83,5.79,0,No,1,0,Placed,Havells,Graduate Engineer Trainee,7.76,Off-Campus,March,Mumbai
ENG0484,Male,Information Technology,2023,82.92,90.84,8.73,0,Yes,1,1,Placed,Infosys,QA Engineer,5.18,Off-Campus,August,Coimbatore
ENG0485,Male,Electrical Engineering,2025,89.56,89.35,8.25,0,No,4,2,Placed,Wipro,Software Engineer,6.92,Pool Campus,February,Kolkata
ENG0486,Male,Computer Science & Engineering,2023,83.09,84.89,8.09,0,Yes,0,2,Placed,Accenture,Software Engineer,8.62,Off-Campus,December,Noida
ENG0487,Male,Chemical Engineering,2024,91.83,98,7.92,0,No,1,0,Placed,BASF,Graduate Engineer Trainee,5.19,Off-Campus,October,Ahmedabad
ENG0488,Male,Electronics & Communication Engineering,2025,82.06,89.64,8.3,0,Yes,2,3,Placed,Atlassian,QA Engineer,25.53,On-Campus,August,Pune
ENG0489,Male,Architecture,2021,81.08,86.17,7.32,0,No,1,1,Placed,Shapoorji Pallonji,Architect,11.11,On-Campus,November,Chennai
ENG0490,Male,Electronics & Communication Engineering,2024,90.51,77.93,6.02,1,Yes,1,3,Placed,Siemens,Civil Engineer,11.86,Pool Campus,February,Pune
ENG0491,Female,Computer Science & Engineering,2025,74.17,70.76,6.57,1,No,6,1,Not Placed,,,0,,,
ENG0492,Female,Civil Engineering,2023,99,87.22,8.02,0,Yes,3,5,Placed,NBCC,Graduate Engineer Trainee,11.34,On-Campus,January,Bengaluru
ENG0493,Female,Electrical Engineering,2021,85,88.84,8.07,0,Yes,1,1,Placed,ZS Associates,Data Analyst,12.79,Off-Campus,February,Chennai
ENG0494,Male,Civil Engineering,2025,85.05,84.98,7.58,1,Yes,0,1,Not Placed,,,0,,,
ENG0495,Female,Electronics & Communication Engineering,2025,86.2,74.92,6.46,0,No,0,0,Not Placed,,,0,,,
ENG0496,Male,Electrical Engineering,2023,97.02,91.44,8.91,0,Yes,2,1,Placed,BHEL,Graduate Engineer Trainee,11.43,Off-Campus,December,Kolkata
ENG0497,Male,Civil Engineering,2024,88.34,75.8,7.82,0,Yes,3,5,Placed,NBCC,Graduate Engineer Trainee,7.23,On-Campus,January,Kolkata
ENG0498,Female,Electrical Engineering,2022,69.16,71.5,5.57,1,No,0,0,Not Placed,,,0,,,
ENG0499,Male,Information Technology,2025,93.23,78.33,7.28,0,Yes,3,1,Placed,Wipro,Data Analyst,7.29,On-Campus,December,Bengaluru
ENG0500,Male,Mechanical Engineering,2023,79.27,83.16,6.86,1,No,0,1,Not Placed,,,0,,,
ENG0501,Female,Mechanical Engineering,2021,82.86,84.79,8.53,0,Yes,5,2,Placed,Bosch,Mechanical Engineer,9.48,On-Campus,December,Noida
ENG0502,Female,Chemical Engineering,2024,71.77,87.18,7.41,0,Yes,3,1,Placed,Indian Oil,Graduate Engineer Trainee,6.45,On-Campus,December,Pune
ENG0503,Female,Electronics & Communication Engineering,2025,86.21,90.59,7.73,0,No,4,1,Placed,Accenture,QA Engineer,5.15,On-Campus,March,Delhi NCR
ENG0504,Male,Electronics & Communication Engineering,2025,76.79,74.63,6.85,1,Yes,4,1,Not Placed,,,0,,,
ENG0505,Male,Civil Engineering,2022,82.8,87.83,8.11,0,Yes,0,1,Placed,Shapoorji Pallonji,Civil Engineer,8.67,Off-Campus,January,Hyderabad
ENG0506,Female,Electronics & Communication Engineering,2021,79.73,70.01,6.88,0,Yes,2,1,Placed,Google,QA Engineer,25.36,Off-Campus,December,Pune
ENG0507,Male,Mechanical Engineering,2025,97.4,86.31,8.36,0,Yes,3,2,Placed,Mahindra & Mahindra,Mechanical Engineer,7.54,Pool Campus,March,Pune
ENG0508,Female,Electronics & Communication Engineering,2025,97.86,95.73,8.54,0,Yes,2,3,Placed,Fractal,Data Analyst,14.65,On-Campus,August,Coimbatore
ENG0509,Male,Computer Science & Engineering,2023,82.37,66.67,5.68,1,No,1,0,Not Placed,,,0,,,
ENG0510,Male,Mechanical Engineering,2024,82.51,81.62,8.07,0,Yes,2,1,Placed,Mahindra & Mahindra,Mechanical Engineer,9.8,Off-Campus,March,Bengaluru
ENG0511,Male,Computer Science & Engineering,2023,79.01,72.12,6.56,3,No,0,2,Not Placed,,,0,,,
ENG0512,Female,Computer Science & Engineering,2023,90.85,88.85,8.37,0,Yes,1,4,Placed,Atlassian,Data Engineer,27.75,On-Campus,August,Coimbatore
ENG0513,Male,Electrical Engineering,2021,79.37,71.98,6.89,0,No,1,1,Not Placed,,,0,,,
ENG0514,Male,Mechanical Engineering,2021,78.63,81.94,7.18,1,No,1,0,Not Placed,,,0,,,
ENG0515,Male,Architecture,2022,89.83,87.51,7.72,0,No,0,0,Placed,L&T,Graduate Engineer Trainee,7.79,On-Campus,February,Ahmedabad
ENG0516,Male,Information Technology,2025,77.69,88.07,8.2,0,Yes,4,3,Placed,Infosys,Software Engineer,5.77,Off-Campus,December,Delhi NCR
ENG0517,Male,Computer Science & Engineering,2021,81.7,81.32,7.87,0,Yes,3,1,Placed,EXL,Data Analyst,11.86,On-Campus,August,Kolkata
ENG0518,Female,Chemical Engineering,2022,69.35,66.63,6.4,1,No,0,1,Placed,Indian Oil,Graduate Engineer Trainee,10.17,On-Campus,February,Kolkata
ENG0519,Male,Computer Science & Engineering,2023,87.63,84,7.2,1,No,0,3,Placed,Microsoft,Software Engineer,21.63,Off-Campus,August,Chennai
ENG0520,Female,Computer Science & Engineering,2022,97.53,83.74,8.14,0,Yes,6,4,Placed,Capgemini,Data Analyst,6.93,On-Campus,December,Delhi NCR
ENG0521,Female,Information Technology,2022,87.77,88.67,7.47,0,No,1,1,Placed,EXL,Data Analyst,13,On-Campus,August,Delhi NCR
ENG0522,Male,Electronics & Communication Engineering,2024,93.69,94.4,7.9,0,No,0,0,Placed,ZS Associates,Data Analyst,14.76,Pool Campus,August,Chennai
ENG0523,Male,Architecture,2023,75.23,93.71,8.21,0,Yes,4,2,Placed,DLF,Graduate Engineer Trainee,10.14,On-Campus,January,Noida
ENG0524,Male,Mechanical Engineering,2024,83.89,78.57,6.29,1,No,1,0,Placed,Mahindra & Mahindra,Graduate Engineer Trainee,10.65,Pool Campus,January,Coimbatore
ENG0525,Male,Mechanical Engineering,2025,74.45,73.97,7.41,1,Yes,6,2,Placed,L&T,Graduate Engineer Trainee,6.06,On-Campus,December,Mumbai
ENG0526,Male,Computer Science & Engineering,2022,80.18,76.1,7.05,0,Yes,1,3,Placed,Infosys,DevOps Engineer,7.7,Off-Campus,December,Ahmedabad
ENG0527,Female,Information Technology,2025,88.18,87.62,8.46,0,Yes,4,2,Placed,Accenture,Business Analyst,5.83,Off-Campus,September,Noida
ENG0528,Female,Electronics & Communication Engineering,2025,82.81,84.78,8.24,1,Yes,3,1,Placed,Qualcomm,Civil Engineer,10.75,Pool Campus,February,Noida
ENG0529,Female,Computer Science & Engineering,2025,70.7,72.65,6.92,1,Yes,2,2,Not Placed,,,0,,,
ENG0530,Male,Information Technology,2024,71.48,81.21,6.7,2,No,1,1,Not Placed,,,0,,,
ENG0531,Female,Information Technology,2024,70.95,68.89,6.58,0,No,1,3,Placed,Wipro,Software Engineer,3.94,Off-Campus,December,Coimbatore
ENG0532,Female,Computer Science & Engineering,2024,85.93,91.35,7.6,1,Yes,1,3,Placed,PhonePe,Data Engineer,14.85,On-Campus,October,Kolkata
ENG0533,Male,Electrical Engineering,2024,98.51,97.65,8.26,0,Yes,4,2,Placed,TCS,Software Engineer,6.08,On-Campus,March,Noida
ENG0534,Female,Mechanical Engineering,2021,92.9,89.59,8.49,1,Yes,2,3,Placed,Tata Motors,Graduate Engineer Trainee,7.87,On-Campus,January,Bengaluru
ENG0535,Male,Computer Science & Engineering,2025,66.83,67.92,7.02,2,No,0,3,Not Placed,,,0,,,
ENG0536,Male,Electronics & Communication Engineering,2024,93.37,98,9.58,1,Yes,1,3,Placed,Cognizant,Software Engineer,8.1,On-Campus,December,Chennai
ENG0537,Male,Civil Engineering,2024,89.49,81.4,8.22,0,Yes,3,2,Placed,Cognizant,QA Engineer,8.04,On-Campus,February,Bengaluru
ENG0538,Male,Mechanical Engineering,2023,69.64,74.31,6.89,0,No,1,2,Not Placed,,,0,,,
ENG0539,Male,Civil Engineering,2021,79.57,74.43,6.65,1,Yes,1,5,Placed,NBCC,Graduate Engineer Trainee,7.43,Pool Campus,November,Coimbatore
ENG0540,Female,Electronics & Communication Engineering,2023,90.76,98,8.77,1,Yes,1,2,Placed,Infosys,Software Engineer,5.53,Off-Campus,December,Kolkata
ENG0541,Female,Civil Engineering,2023,86.4,91.01,7.47,0,Yes,2,2,Not Placed,,,0,,,
ENG0542,Male,Information Technology,2023,71.53,68.9,5.89,0,No,4,1,Placed,Mu Sigma,Data Engineer,10.41,On-Campus,December,Bengaluru
ENG0543,Female,Information Technology,2023,86.89,88.75,7.04,0,No,0,1,Placed,Amazon,DevOps Engineer,19.05,Off-Campus,August,Ahmedabad
ENG0544,Female,Computer Science & Engineering,2022,64.9,70.48,6.08,1,No,1,2,Not Placed,,,0,,,
ENG0545,Male,Electronics & Communication Engineering,2023,80.22,76.55,6.48,0,No,1,1,Placed,Accenture,QA Engineer,6.7,On-Campus,December,Chennai
ENG0546,Male,Electronics & Communication Engineering,2023,91.1,93.63,8.39,0,Yes,8,3,Placed,Cognizant,Software Engineer,6.68,Off-Campus,November,Hyderabad
ENG0547,Male,Information Technology,2025,82.15,84.34,6.97,0,No,2,0,Not Placed,,,0,,,
ENG0548,Male,Mechanical Engineering,2022,78.01,80.02,7.42,0,No,1,0,Placed,Tata Motors,Mechanical Engineer,11.48,On-Campus,December,Pune
ENG0549,Female,Information Technology,2022,89.11,86.54,7.19,0,No,0,1,Placed,Capgemini,Data Analyst,7.58,On-Campus,November,Mumbai
ENG0550,Male,Information Technology,2022,89.8,90.37,7.83,0,Yes,3,4,Placed,EXL,Data Engineer,12.36,On-Campus,December,Kolkata
ENG0551,Male,Computer Science & Engineering,2023,92.48,90.97,9.23,0,Yes,1,4,Placed,Mu Sigma,Business Analyst,10.79,Off-Campus,August,Hyderabad
ENG0552,Male,Electronics & Communication Engineering,2023,88.99,87.16,8.3,0,Yes,1,3,Placed,Microsoft,QA Engineer,20.52,On-Campus,September,Pune
ENG0553,Male,Information Technology,2024,90.65,83.5,7.6,0,Yes,3,0,Placed,EXL,Data Engineer,9.38,On-Campus,September,Hyderabad
ENG0554,Female,Information Technology,2025,87.86,97.75,9.32,0,Yes,3,2,Placed,Accenture,Data Analyst,7.81,Off-Campus,November,Mumbai
ENG0555,Male,Information Technology,2022,84.12,75.74,6.55,0,Yes,1,0,Placed,Atlassian,Data Engineer,23.35,On-Campus,August,Noida
ENG0556,Male,Mechanical Engineering,2024,82.72,85.03,6.84,1,No,4,0,Not Placed,,,0,,,
ENG0557,Male,Architecture,2021,80.1,77.83,6.44,1,No,1,1,Not Placed,,,0,,,
ENG0558,Male,Electronics & Communication Engineering,2022,72.3,86.54,7.9,1,Yes,0,2,Not Placed,,,0,,,
ENG0559,Male,Electrical Engineering,2023,74.36,69.44,5.21,0,No,0,0,Not Placed,,,0,,,
ENG0560,Male,Civil Engineering,2021,79.74,74.66,6.32,2,Yes,2,1,Not Placed,,,0,,,
ENG0561,Male,Chemical Engineering,2024,83.93,76.16,6.65,1,No,1,5,Not Placed,,,0,,,
ENG0562,Male,Electrical Engineering,2024,93.53,92.41,8.49,1,Yes,2,4,Placed,Tata Power,Graduate Engineer Trainee,7.78,On-Campus,October,Coimbatore
ENG0563,Female,Architecture,2024,81.67,71.64,6.05,0,No,2,1,Not Placed,,,0,,,
ENG0564,Female,Architecture,2023,90.03,84.17,7.21,0,Yes,2,2,Placed,NBCC,Graduate Engineer Trainee,7.14,Off-Campus,February,Ahmedabad
ENG0565,Female,Civil Engineering,2024,90.63,72.91,7.24,0,No,1,1,Placed,DLF,Civil Engineer,8.01,On-Campus,December,Pune
ENG0566,Female,Electronics & Communication Engineering,2023,80.15,81.79,7.8,1,Yes,2,2,Placed,TCS,Software Engineer,4.35,Pool Campus,November,Bengaluru
ENG0567,Female,Computer Science & Engineering,2021,86.76,81.57,7.74,0,Yes,2,2,Placed,PhonePe,Data Engineer,17.78,On-Campus,August,Coimbatore
ENG0568,Male,Computer Science & Engineering,2021,80.05,69.62,6.65,1,No,0,1,Not Placed,,,0,,,
ENG0569,Male,Electronics & Communication Engineering,2024,92.58,97.03,7.94,0,No,1,0,Not Placed,,,0,,,
ENG0570,Male,Electronics & Communication Engineering,2025,87.09,76.16,7.4,1,No,1,0,Placed,Accenture,QA Engineer,5.62,On-Campus,November,Pune
ENG0571,Male,Electronics & Communication Engineering,2021,72.48,79.94,7.11,1,No,2,1,Not Placed,,,0,,,
ENG0572,Female,Electrical Engineering,2024,83.29,77.56,7.1,0,Yes,3,2,Placed,PhonePe,Data Analyst,13.49,On-Campus,March,Kolkata
ENG0573,Male,Electrical Engineering,2024,95.18,98,8.42,1,Yes,1,1,Placed,Wipro,Data Analyst,6.93,On-Campus,December,Bengaluru
ENG0574,Female,Civil Engineering,2025,80.55,85.66,7.17,0,Yes,1,4,Placed,Tata Projects,Graduate Engineer Trainee,11.04,Off-Campus,November,Chennai
ENG0575,Female,Computer Science & Engineering,2023,85.58,77.13,6.46,0,No,0,0,Not Placed,,,0,,,
ENG0576,Male,Information Technology,2024,86.37,78.36,6.92,3,No,2,3,Not Placed,,,0,,,
ENG0577,Female,Civil Engineering,2024,73.71,79.52,7.48,1,No,2,2,Not Placed,,,0,,,
ENG0578,Male,Civil Engineering,2025,86.09,82.73,7.34,0,No,2,2,Placed,Tata Projects,Civil Engineer,8.04,On-Campus,January,Kolkata
ENG0579,Female,Chemical Engineering,2021,70.85,71.95,6.37,4,Yes,1,1,Not Placed,,,0,,,
ENG0580,Male,Civil Engineering,2025,77,86.65,7.12,4,No,1,0,Not Placed,,,0,,,
ENG0581,Male,Architecture,2021,90.61,82.71,7.06,1,No,0,0,Not Placed,,,0,,,
ENG0582,Male,Information Technology,2025,84.85,84.28,6.64,1,No,1,0,Not Placed,,,0,,,
ENG0583,Male,Electronics & Communication Engineering,2021,79.56,86.36,6.96,0,No,3,0,Placed,Wipro,Data Analyst,3.57,On-Campus,October,Pune
ENG0584,Male,Information Technology,2022,85.57,89.84,7.54,0,Yes,4,2,Placed,TCS,QA Engineer,4.36,On-Campus,November,Pune
ENG0585,Female,Electrical Engineering,2021,81.52,80.02,7.52,0,Yes,2,6,Placed,Havells,Electrical Engineer,6.34,Off-Campus,November,Pune
ENG0586,Female,Architecture,2023,82.1,79.55,7.67,0,No,3,2,Placed,Shapoorji Pallonji,Architect,5.35,Off-Campus,February,Ahmedabad
